Sales Person,Country,Product,Date,Amount,Boxes Shipped
Karlen McCaffrey,India,Manuka Honey Choco,2023-07-04,"$2,487.19 ",583
Kelci Walkden,USA,After Nines,2023-06-02,"$1,021.27 ",17
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,"$15,370.06 ",353
Mallorie Waber,Canada,Choco Coated Almonds,2023-07-11,"$5,345.58 ",250
Andria Kimpton,India,Spicy Special Slims,2023-02-23,"$6,559.44 ",154
Madelene Upcott,Canada,Almond Choco,2023-08-22,"$8,282.93 ",107
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,"$6,981.40 ",189
Van Tuxwell,USA,50% Dark Bites,2023-01-13,"$10,280.17 ",155
Curtice Advani,Australia,Milk Bars,2023-02-14,"$7,703.62 ",20
Roddy Speechley,India,Eclairs,2023-06-10,"$4,489.81 ",310
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,"$5,806.11 ",190
Curtice Advani,Canada,Almond Choco,2023-03-24,"$5,148.70 ",76
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,"$8,558.59 ",24
Dotty Strutley,Australia,Drinking Coco,2023-07-19,$94.19 ,145
Beverie Moffet,USA,Raspberry Choco,2023-04-19,"$16,223.83 ",87
Marney O'Breen,India,85% Dark Bars,2023-07-19,"$2,439.06 ",175
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,$466.65 ,23
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,"$4,044.24 ",18
Brien Boise,Canada,99% Dark & Pure,2023-05-18,"$17,675.28 ",446
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,"$17,280.98 ",58
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,"$5,091.78 ",219
Andria Kimpton,Australia,Drinking Coco,2023-06-28,"$1,657.20 ",49
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,$305.79 ,189
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,"$3,377.41 ",325
Karlen McCaffrey,India,Almond Choco,2023-07-06,"$6,188.62 ",157
Oby Sorrel,India,99% Dark & Pure,2023-05-27,"$10,914.36 ",11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,"$2,342.07 ",12
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,"$21,762.80 ",15
Camilla Castle,India,50% Dark Bites,2023-07-04,"$10,539.54 ",398
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,"$6,665.87 ",60
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,"$9,605.11 ",98
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,"$13,018.00 ",103
Gigi Bohling,UK,Almond Choco,2023-01-10,"$6,046.40 ",10
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,"$3,078.33 ",231
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,$970.96 ,291
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,"$2,064.71 ",208
Roddy Speechley,Canada,Milk Bars,2023-07-13,$679.94 ,34
Camilla Castle,USA,Spicy Special Slims,2023-02-11,"$1,311.25 ",251
Marney O'Breen,USA,Orange Choco,2023-01-27,"$8,692.64 ",184
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,"$4,993.21 ",145
Camilla Castle,USA,White Choc,2023-08-18,"$10,898.19 ",24
Andria Kimpton,USA,Raspberry Choco,2023-06-30,"$15,565.91 ",21
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,$280.59 ,328
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,$66.35 ,197
Roddy Speechley,New Zealand,After Nines,2023-05-25,"$8,766.45 ",10
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,"$4,265.48 ",85
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,"$6,087.53 ",113
Karlen McCaffrey,USA,Orange Choco,2023-05-12,"$11,694.48 ",425
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,"$7,616.38 ",392
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,"$7,807.02 ",419
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,"$7,990.91 ",343
Dennison Crosswaite,UK,Eclairs,2023-03-24,"$6,757.17 ",276
Madelene Upcott,India,Raspberry Choco,2023-07-07,"$4,409.21 ",10
Van Tuxwell,USA,After Nines,2023-07-26,$722.25 ,255
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,"$1,896.24 ",115
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,"$2,966.83 ",65
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,$51.29 ,100
Beverie Moffet,Australia,Eclairs,2023-06-20,"$1,835.42 ",6
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,"$14,592.11 ",509
Marney O'Breen,USA,50% Dark Bites,2023-06-15,"$1,114.13 ",106
Husein Augar,USA,After Nines,2023-04-08,"$13,051.75 ",193
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,"$5,997.71 ",31
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,"$1,588.28 ",352
Kelci Walkden,India,Eclairs,2023-04-19,"$5,344.21 ",80
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,"$4,646.91 ",317
Brien Boise,Canada,Spicy Special Slims,2023-03-04,"$8,929.88 ",100
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,$141.23 ,38
Husein Augar,UK,Spicy Special Slims,2023-08-25,"$5,068.99 ",45
Marney O'Breen,USA,Almond Choco,2023-02-25,"$8,012.72 ",163
Kelci Walkden,India,Orange Choco,2023-06-07,"$10,587.71 ",134
Jan Morforth,India,Spicy Special Slims,2023-04-12,"$2,155.62 ",495
Ches Bonnell,India,Spicy Special Slims,2023-07-06,"$11,010.43 ",103
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,"$6,787.72 ",192
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,"$5,715.07 ",90
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,"$12,100.65 ",142
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,$623.75 ,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,"$6,528.42 ",22
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,"$1,540.55 ",47
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,$487.06 ,123
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,"$11,630.38 ",431
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,"$17,297.66 ",96
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,"$2,043.55 ",28
Kelci Walkden,Australia,Eclairs,2023-03-23,"$8,168.86 ",570
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,$933.45 ,122
Oby Sorrel,India,Raspberry Choco,2023-04-14,"$6,826.32 ",44
Kelci Walkden,UK,Eclairs,2023-01-25,"$5,029.35 ",61
Jan Morforth,India,Almond Choco,2023-03-11,"$5,143.49 ",21
Dotty Strutley,UK,Almond Choco,2023-07-28,"$16,707.88 ",102
Marney O'Breen,New Zealand,After Nines,2023-03-09,"$1,558.87 ",46
Husein Augar,Australia,Orange Choco,2023-06-28,"$9,332.76 ",196
Marney O'Breen,Australia,Milk Bars,2023-07-28,"$2,673.47 ",375
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,"$4,950.21 ",54
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,"$2,919.11 ",271
Beverie Moffet,New Zealand,White Choc,2023-03-24,"$8,003.23 ",7
Van Tuxwell,UK,Milk Bars,2023-07-25,"$4,902.78 ",91
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,"$4,033.53 ",430
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,"$22,751.18 ",182
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,"$5,118.11 ",137
Jan Morforth,India,Eclairs,2023-01-05,"$2,835.90 ",26
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,"$5,828.22 ",121
Wilone O'Kielt,USA,After Nines,2023-04-25,$396.19 ,32
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,"$11,226.50 ",118
Barr Faughny,USA,Raspberry Choco,2023-04-12,"$10,102.86 ",107
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,"$2,084.86 ",119
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,"$8,495.79 ",268
Ches Bonnell,Australia,Eclairs,2023-07-05,"$4,248.34 ",130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,"$2,236.11 ",46
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,"$1,124.27 ",26
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,"$12,870.47 ",227
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,"$3,017.66 ",19
Kelci Walkden,India,Almond Choco,2023-03-14,"$3,574.12 ",149
Camilla Castle,Australia,70% Dark Bites,2023-04-29,"$6,249.31 ",509
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,"$10,759.61 ",107
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,"$2,508.03 ",175
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,"$4,997.82 ",83
Karlen McCaffrey,UK,Eclairs,2023-01-25,"$7,901.09 ",200
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,"$3,133.42 ",479
Gigi Bohling,UK,After Nines,2023-03-29,"$8,320.29 ",171
Curtice Advani,Australia,Orange Choco,2023-07-12,$909.93 ,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,"$5,631.26 ",142
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,"$3,283.44 ",186
Andria Kimpton,USA,85% Dark Bars,2023-04-05,"$9,458.03 ",87
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,"$7,726.25 ",12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,"$14,369.40 ",15
Mallorie Waber,Australia,Milk Bars,2023-07-29,"$2,829.57 ",106
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,"$9,370.61 ",45
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,"$3,651.49 ",112
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,"$10,229.99 ",12
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,"$11,596.89 ",22
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,"$5,857.90 ",111
Ches Bonnell,Australia,White Choc,2023-03-02,"$1,177.64 ",206
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,"$12,930.11 ",6
Kelci Walkden,India,After Nines,2023-01-07,"$1,732.04 ",531
Brien Boise,UK,White Choc,2023-04-12,"$5,837.17 ",173
Van Tuxwell,Canada,Almond Choco,2023-06-27,"$3,424.66 ",70
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,"$5,700.28 ",422
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,"$5,094.48 ",373
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,"$14,529.20 ",26
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,"$6,761.28 ",145
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,"$10,370.44 ",44
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,"$12,450.24 ",57
Barr Faughny,Australia,White Choc,2023-07-04,"$8,927.63 ",386
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,"$3,438.70 ",191
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,$299.71 ,207
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,"$7,374.26 ",12
Gigi Bohling,India,Raspberry Choco,2023-02-22,"$2,775.87 ",174
Camilla Castle,UK,White Choc,2023-01-03,"$9,957.66 ",194
Karlen McCaffrey,India,Drinking Coco,2023-05-31,"$5,064.88 ",251
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,"$9,865.05 ",273
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,$571.52 ,489
Barr Faughny,UK,50% Dark Bites,2023-01-28,$656.44 ,67
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,"$4,008.93 ",301
Husein Augar,UK,Choco Coated Almonds,2023-03-02,"$4,679.06 ",43
Wilone O'Kielt,Australia,After Nines,2023-05-27,"$3,446.84 ",28
Dennison Crosswaite,USA,Almond Choco,2023-06-30,"$11,884.52 ",82
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,"$2,167.19 ",85
Kaine Padly,USA,70% Dark Bites,2023-05-12,"$4,199.84 ",107
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,"$7,358.70 ",68
Dennison Crosswaite,UK,White Choc,2023-08-03,"$7,870.09 ",274
Barr Faughny,India,Baker's Choco Chips,2023-08-18,"$7,454.25 ",148
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,"$3,112.30 ",41
Beverie Moffet,UK,White Choc,2023-06-30,"$6,901.22 ",80
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,"$1,178.00 ",199
Ches Bonnell,UK,Orange Choco,2023-04-27,"$14,953.83 ",53
Jan Morforth,Australia,White Choc,2023-07-27,"$3,958.57 ",33
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,"$1,639.01 ",430
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,"$8,586.04 ",144
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,"$10,000.22 ",98
Karlen McCaffrey,Australia,White Choc,2023-01-05,"$8,448.39 ",52
Beverie Moffet,India,Drinking Coco,2023-07-15,"$6,984.74 ",51
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,"$5,641.54 ",61
Karlen McCaffrey,Canada,Eclairs,2023-04-20,"$3,850.87 ",372
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,$885.68 ,240
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,"$21,251.67 ",91
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,"$1,452.61 ",142
Beverie Moffet,Australia,Milk Bars,2023-05-25,$793.17 ,400
Van Tuxwell,UK,Raspberry Choco,2023-03-16,"$7,152.22 ",83
Jan Morforth,Australia,Orange Choco,2023-07-04,"$3,364.44 ",126
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,"$3,470.60 ",129
Madelene Upcott,USA,After Nines,2023-03-15,"$4,676.32 ",440
Barr Faughny,UK,Raspberry Choco,2023-08-22,"$6,323.45 ",70
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,"$3,252.70 ",119
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,$254.16 ,161
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,"$6,127.37 ",299
Rafaelita Blaksland,India,Almond Choco,2023-07-27,"$3,791.66 ",100
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,"$17,059.69 ",456
Roddy Speechley,India,Orange Choco,2023-06-27,"$4,154.44 ",18
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,"$6,168.51 ",280
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,"$7,984.45 ",95
Madelene Upcott,USA,Eclairs,2023-03-18,"$9,108.33 ",213
Brien Boise,India,Eclairs,2023-04-29,"$1,511.51 ",58
Mallorie Waber,New Zealand,White Choc,2023-02-25,"$3,364.28 ",265
Husein Augar,USA,Milk Bars,2023-03-02,$934.49 ,54
Van Tuxwell,Australia,Milk Bars,2023-06-20,"$8,895.70 ",91
Beverie Moffet,Canada,White Choc,2023-07-15,"$9,957.20 ",185
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,"$3,359.18 ",256
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,"$5,098.29 ",276
Husein Augar,USA,85% Dark Bars,2023-08-08,$398.28 ,52
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,"$7,473.14 ",6
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,"$3,638.66 ",59
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,"$12,507.08 ",284
Curtice Advani,India,70% Dark Bites,2023-07-05,"$2,393.79 ",48
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,"$6,136.99 ",94
Dotty Strutley,UK,70% Dark Bites,2023-06-20,"$1,264.43 ",232
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,"$4,101.26 ",425
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,"$8,106.88 ",40
Gigi Bohling,USA,50% Dark Bites,2023-04-13,"$2,456.10 ",58
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,"$4,726.60 ",75
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,"$3,482.73 ",108
Beverie Moffet,India,70% Dark Bites,2023-06-01,$467.19 ,159
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,"$4,875.38 ",185
Kaine Padly,USA,50% Dark Bites,2023-08-03,$70.60 ,27
Ches Bonnell,USA,Orange Choco,2023-06-10,"$1,835.22 ",73
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,"$7,304.74 ",49
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,"$3,967.85 ",163
Marney O'Breen,India,After Nines,2023-07-11,"$2,800.67 ",190
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,"$4,474.52 ",120
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,"$2,737.03 ",63
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,"$16,717.26 ",102
Mallorie Waber,Australia,Orange Choco,2023-03-07,"$16,112.73 ",282
Husein Augar,India,70% Dark Bites,2023-05-09,"$6,898.00 ",163
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,"$2,151.04 ",170
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,$172.51 ,152
Gigi Bohling,Australia,Drinking Coco,2023-07-27,"$2,949.02 ",153
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,"$2,790.72 ",435
Ches Bonnell,USA,70% Dark Bites,2023-05-11,"$5,054.42 ",127
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,"$5,418.75 ",37
Barr Faughny,USA,50% Dark Bites,2023-04-14,"$14,604.67 ",128
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,"$6,668.93 ",419
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,"$9,689.70 ",58
Brien Boise,Canada,Almond Choco,2023-04-13,"$5,026.81 ",123
Beverie Moffet,Australia,White Choc,2023-06-27,"$2,379.01 ",178
Dotty Strutley,Australia,Eclairs,2023-01-26,"$7,770.55 ",3
Barr Faughny,UK,White Choc,2023-07-05,"$1,837.47 ",77
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,"$14,625.75 ",90
Kelci Walkden,USA,White Choc,2023-03-07,"$10,305.40 ",22
Kaine Padly,Canada,50% Dark Bites,2023-03-04,"$8,798.99 ",99
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,"$2,466.59 ",309
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,"$6,564.20 ",92
Karlen McCaffrey,USA,Milk Bars,2023-01-27,"$4,764.56 ",7
Karlen McCaffrey,India,Orange Choco,2023-06-27,"$3,172.08 ",153
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,"$8,062.00 ",20
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,"$12,382.41 ",245
Wilone O'Kielt,Australia,Fruit & Nut Bars,2023-06-15,$413.60 ,111
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-02-07,"$10,186.18 ",154
Karlen McCaffrey,Australia,Almond Choco,2023-07-08,"$7,936.84 ",138
Dennison Crosswaite,India,Milk Bars,2023-04-21,"$1,712.72 ",93
Ches Bonnell,UK,Mint Chip Choco,2023-04-08,"$3,088.98 ",226
Husein Augar,Australia,50% Dark Bites,2023-08-19,"$14,953.43 ",51
Jan Morforth,India,Fruit & Nut Bars,2023-05-04,"$3,219.13 ",54
Mallorie Waber,USA,85% Dark Bars,2023-05-11,"$2,700.61 ",112
Mallorie Waber,USA,Eclairs,2023-03-22,"$7,219.96 ",53
Dennison Crosswaite,Canada,Spicy Special Slims,2023-08-10,"$2,634.13 ",234
Dennison Crosswaite,USA,Fruit & Nut Bars,2023-05-04,"$1,630.95 ",321
Kelci Walkden,USA,99% Dark & Pure,2023-08-18,"$8,250.66 ",258
Dotty Strutley,Canada,Raspberry Choco,2023-08-03,"$4,849.30 ",248
Marney O'Breen,New Zealand,Milk Bars,2023-01-14,"$7,940.49 ",328
Madelene Upcott,Australia,Choco Coated Almonds,2023-04-08,"$2,106.93 ",69
Kelci Walkden,UK,Orange Choco,2023-08-01,"$3,911.85 ",3
Dennison Crosswaite,Canada,Eclairs,2023-03-15,$483.04 ,45
Karlen McCaffrey,India,Mint Chip Choco,2023-07-15,"$11,380.70 ",192
Barr Faughny,New Zealand,Almond Choco,2023-01-13,"$6,372.68 ",131
Mallorie Waber,Australia,85% Dark Bars,2023-08-26,"$2,714.76 ",52
Ches Bonnell,Canada,Eclairs,2023-01-10,"$2,106.17 ",172
Gigi Bohling,Australia,White Choc,2023-05-11,"$5,805.24 ",83
Beverie Moffet,New Zealand,85% Dark Bars,2023-08-30,"$12,205.52 ",23
Kaine Padly,USA,Caramel Stuffed Bars,2023-07-21,"$6,318.70 ",124
Mallorie Waber,Australia,Almond Choco,2023-08-01,"$8,522.80 ",137
Brien Boise,Canada,85% Dark Bars,2023-02-17,"$10,315.88 ",268
Brien Boise,Australia,Drinking Coco,2023-07-27,"$7,262.12 ",158
Dotty Strutley,USA,Orange Choco,2023-02-23,"$1,414.84 ",112
Rafaelita Blaksland,Australia,50% Dark Bites,2023-03-22,"$3,067.90 ",42
Dennison Crosswaite,India,99% Dark & Pure,2023-06-23,"$7,369.69 ",325
Curtice Advani,UK,White Choc,2023-02-01,"$1,775.18 ",73
Kelci Walkden,Australia,After Nines,2023-03-02,"$7,683.78 ",279
Gigi Bohling,UK,Fruit & Nut Bars,2023-04-06,"$1,412.22 ",90
Gunar Cockshoot,Australia,Raspberry Choco,2023-03-17,$607.08 ,76
Curtice Advani,UK,Fruit & Nut Bars,2023-06-24,"$11,688.75 ",136
Barr Faughny,Canada,50% Dark Bites,2023-07-19,"$10,275.55 ",301
Curtice Advani,USA,Spicy Special Slims,2023-07-11,"$1,788.10 ",271
Brien Boise,India,Almond Choco,2023-01-13,"$2,378.08 ",222
Oby Sorrel,New Zealand,Smooth Sliky Salty,2023-07-07,"$9,545.03 ",64
Jan Morforth,India,85% Dark Bars,2023-05-25,"$4,999.52 ",446
Marney O'Breen,India,Fruit & Nut Bars,2023-04-13,"$5,312.50 ",160
Andria Kimpton,New Zealand,50% Dark Bites,2023-03-02,"$3,750.88 ",208
Gunar Cockshoot,Canada,Raspberry Choco,2023-06-23,"$2,375.74 ",129
Kelci Walkden,USA,Drinking Coco,2023-07-26,"$7,013.61 ",170
Van Tuxwell,Canada,White Choc,2023-03-22,$481.52 ,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2023-06-09,"$3,136.92 ",64
Van Tuxwell,Australia,Caramel Stuffed Bars,2023-05-17,"$6,584.26 ",62
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-03-04,"$1,024.77 ",260
Kelci Walkden,Canada,Milk Bars,2023-07-07,"$17,680.19 ",27
Dennison Crosswaite,Canada,Choco Coated Almonds,2023-01-13,"$10,707.82 ",124
Curtice Advani,Australia,Almond Choco,2023-07-13,"$3,019.09 ",78
Madelene Upcott,Australia,85% Dark Bars,2023-06-16,"$1,758.62 ",329
Gigi Bohling,UK,50% Dark Bites,2023-07-18,"$8,385.38 ",73
Ches Bonnell,UK,Manuka Honey Choco,2023-05-30,"$4,854.12 ",411
Gigi Bohling,UK,70% Dark Bites,2023-06-21,$949.18 ,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,2023-06-24,"$6,047.05 ",40
Marney O'Breen,India,Eclairs,2023-01-13,"$3,883.32 ",94
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,"$4,382.07 ",210
Kaine Padly,UK,Smooth Sliky Salty,2023-06-08,"$9,928.10 ",599
Karlen McCaffrey,Canada,Spicy Special Slims,2023-08-02,"$6,315.53 ",51
Kelci Walkden,USA,Organic Choco Syrup,2023-07-21,"$10,630.08 ",155
Curtice Advani,India,Spicy Special Slims,2023-06-20,$167.33 ,143
Roddy Speechley,India,After Nines,2023-06-22,"$2,690.14 ",117
Camilla Castle,Australia,Caramel Stuffed Bars,2023-05-02,"$3,242.04 ",15
Curtice Advani,Australia,99% Dark & Pure,2023-01-07,"$5,363.69 ",87
Mallorie Waber,UK,50% Dark Bites,2023-02-21,"$6,160.89 ",95
Ches Bonnell,Canada,Baker's Choco Chips,2023-03-21,"$7,968.23 ",373
Van Tuxwell,UK,Drinking Coco,2023-04-04,"$6,388.95 ",131
Gunar Cockshoot,Canada,Fruit & Nut Bars,2023-03-24,"$15,840.74 ",216
Gunar Cockshoot,New Zealand,Spicy Special Slims,2023-06-28,"$7,265.05 ",194
Gunar Cockshoot,Australia,Drinking Coco,2023-01-14,"$2,342.49 ",192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2023-02-07,"$1,365.88 ",147
Dennison Crosswaite,New Zealand,Drinking Coco,2023-01-11,"$4,437.46 ",196
Jehu Rudeforth,India,99% Dark & Pure,2023-02-25,"$2,072.24 ",232
Dotty Strutley,Australia,Mint Chip Choco,2023-08-01,"$7,091.81 ",27
Roddy Speechley,Australia,Mint Chip Choco,2023-05-05,"$7,213.16 ",277
Madelene Upcott,New Zealand,Raspberry Choco,2023-05-18,"$9,672.76 ",411
Dotty Strutley,New Zealand,Choco Coated Almonds,2023-01-04,"$5,750.05 ",350
Roddy Speechley,New Zealand,50% Dark Bites,2023-05-09,"$4,641.29 ",220
Rafaelita Blaksland,India,Smooth Sliky Salty,2023-05-06,"$1,871.33 ",88
Husein Augar,UK,White Choc,2023-01-13,"$10,843.46 ",142
Roddy Speechley,Australia,Almond Choco,2023-06-24,"$5,032.45 ",79
Van Tuxwell,USA,Caramel Stuffed Bars,2023-02-14,"$1,106.38 ",21
Camilla Castle,Australia,99% Dark & Pure,2023-01-18,"$4,977.55 ",97
Kaine Padly,India,Milk Bars,2023-05-02,"$3,210.14 ",92
Ches Bonnell,Australia,Smooth Sliky Salty,2023-05-16,"$7,794.80 ",54
Mallorie Waber,USA,Almond Choco,2023-01-28,"$7,613.37 ",370
Kaine Padly,Canada,99% Dark & Pure,2023-06-24,"$1,332.76 ",409
Oby Sorrel,UK,After Nines,2023-07-18,"$2,587.76 ",108
Gunar Cockshoot,UK,Eclairs,2023-04-13,"$3,826.22 ",169
Dotty Strutley,USA,Caramel Stuffed Bars,2023-04-15,"$18,687.87 ",80
Jan Morforth,India,Peanut Butter Cubes,2023-01-04,"$8,859.63 ",184
Husein Augar,Australia,Eclairs,2023-07-04,"$7,299.40 ",34
Beverie Moffet,USA,Smooth Sliky Salty,2023-03-24,"$2,556.26 ",354
Camilla Castle,Australia,Manuka Honey Choco,2023-03-17,$703.40 ,181
Oby Sorrel,Australia,Almond Choco,2023-02-15,"$6,421.18 ",242
Jan Morforth,USA,Orange Choco,2023-06-29,"$1,048.26 ",149
Gigi Bohling,USA,Fruit & Nut Bars,2023-05-24,"$3,099.14 ",115
Mallorie Waber,UK,Milk Bars,2023-01-10,"$3,737.68 ",282
Curtice Advani,USA,Raspberry Choco,2023-03-15,"$3,086.89 ",153
Marney O'Breen,Canada,Milk Bars,2023-02-08,"$2,618.15 ",312
